Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Мебельный рай,,Мебель на заказ; Садово-парковая мебель; Корпусная мебель; Мягкая мебель; Мебель для кухни,"Красная улица, 206а",,353206,,,,Динской район,Краснодарский край,Россия,,+03:00,,,89180394789,,,,,http://t.me/mmebelrai,,,,,,,,,,,,,,,45.290029,39.255635,https://2gis.com/firm/70000001076096329,branch
Мебельный салон,,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Мягкая мебель; Матрасы; Бытовая техника,"улица им. Петра Метальникова, 7",цокольный этаж,350024,Музыкальный м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-15:00 (по предварительному звонку),+03:00,4.1,9,89182758660,89385021373,,,,http://t.me/mebel1979,,,,,https://wa.me/79182758660,,,,,,https://t.me/+79182758660,,,,45.093168,39.010185,https://2gis.com/firm/70000001032459423,branch
Мебельный салон,,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель,"Карасунская улица, 180",2 этаж,350000,Центральный м-н,Центральный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-16:00 (по предварительной записи),+03:00,,,89183368934,,,,,,,,,,https://wa.me/79183368934,,,,,,https://t.me/+79183368934,,,,45.02395,38.988768,https://2gis.com/firm/3237490513166994,branch
Мебельный цех,,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мебель для ванных комнат,"улица им. Атамана Бабыча, 3/1",,350087,,Прикубанский округ,,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+03:00,5.0,1,89994158018,,,,,,,,,,https://wa.me/79994158018,,,,,,,,,,45.111871,39.024798,https://2gis.com/firm/70000001067626689,branch
Мебельный цех,,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Мебель для ванных комнат,"1 Мая улица, 500/1",,350087,Калинино м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00 (по предварительной записи),+03:00,5.0,1,89885594555,89181763977,,,,,,,,,https://wa.me/79885594555,,,,,,,,,,45.09524,39.019322,https://2gis.com/firm/70000001006565379,branch
Мебельный цех,Мебельное ателье,Мебель на заказ; Мягкая мебель; Корпусная мебель,"Карла Гусника, 17а",1 этаж,350031,Лекраспром пос.,Прикубанский округ,,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00 (по предварительному звонку),+03:00,5.0,3,89180722270,,,,,,,,,,https://wa.me/79180722270,,,,,,,,,,45.153239,38.995894,https://2gis.com/firm/70000001080479960,branch
Мебельпрофпроект,мебельная компания,Мебель на заказ; Корпусная мебель; Мебель для кухни,"улица им. Петра Метальникова, 42",131 офис; 4 этаж,350087,им. Петра Метальникова м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00 (по предварительному звонку),+03:00,,,89385082511,89604966469,89033585252,,,,,,,https://vk.com/mebelpp,https://wa.me/79385082511,https://wa.me/79604966469,https://wa.me/79033585252,,,,https://t.me/mebelpp,,,,45.097845,39.000315,https://2gis.com/firm/70000001063108966,branch
Мебельщик Фёдоров,мастерская,Мебель на заказ; Мебель для кухни; Корпусная мебель,"улица им. Чернышева Н.Г., 4",,350900,Северный пос.,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 07:00-21:00; Вт: 07:00-21:00; Ср: 07:00-21:00; Чт: 07:00-21:00; Пт: 07:00-21:00; Сб: 09:00-17:00; Вс: 09:00-17:00 (по предварительному звонку),+03:00,5.0,1,89184979583,,,,,,,,,,https://wa.me/79184979583,,,,,,https://t.me/mebelshikfedorov,,,,45.130957,38.991176,https://2gis.com/firm/70000001040006261,branch
Миг,ателье мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Детская мебель; Стеллажи и витрины,"Дальняя улица, 4/6",2 этаж,350051,Фестивальный м-н,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,"Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00 (по предварительной записи: сб, вс)",+03:00,3.0,2,89184362857,,,,,,,,,,https://wa.me/79184362857,,,,,,https://t.me/+79184362857,,,,45.06299,38.965999,https://2gis.com/firm/3237490513167151,branch
Мир кроватей,магазин мебели,Мебель на заказ; Мебельные магазины; Мягкая мебель; Матрасы,"Уральская улица, 57",цокольный этаж,350059,РМЗ м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-16:00; Вт: 10:00-16:00; Ср: 10:00-16:00; Чт: 10:00-16:00; Пт: 10:00-16:00; Сб: 10:00-16:00; Вс: 10:00-16:00,+03:00,4.6,40,89618506565,89676649974,,,,,,,,,https://wa.me/79618506565,,,,,,,,,,45.03176,39.039317,https://2gis.com/firm/70000001041051085,branch
