Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Синица-Арт,производственная компания,Мебель на заказ; Фрезеровка неметаллов; Садово-парковая мебель; Корпусная мебель; Детская мебель; Мебель для кухни; Ремонт мебели; Мебельные фасады; Мебель для ванных комнат,"улица Ленина, 139",,353960,Цемдолина,Приморский район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+03:00,5.0,1,89385380215,,,,,,,,,https://vk.com/public213038316,https://wa.me/79385380215,,,viber://chat/?number=79385380215,,,https://t.me/+79385380215,,,,44.761372,37.72091,https://2gis.com/firm/70000001065449886,branch
СКМ,мебельная фабрика,Мебель на заказ; Корпусная мебель; Мягкая мебель; Мебель для кухни; Домашний текстиль,"Пионерская улица, 9",1 этаж,353567,,,Славянск-на-Кубани,Славянский район,Краснодарский край,Россия,Вт: 08:00-14:00; Ср: 08:00-14:00; Чт: 08:00-14:00; Пт: 08:00-14:00; Сб: 08:00-15:00; Вс: 08:00-15:00,+03:00,,,89883114220,,,,,http://t.me/skmmebel_tg,,,,https://vk.com/mebelskm,https://wa.me/79883114220,,,,,,,,,,45.263406,38.129035,https://2gis.com/firm/70000001075966351,branch
СКМ,мебельная фабрика,Мебель на заказ; Мягкая мебель; Корпусная мебель; Мебель для кухни; Детская мебель; Матрасы; Офисная мебель; Мебель для ванных комнат; Мебельные фасады,"улица Луначарского, 310",,353380,,,Крымск,Крымский район,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+03:00,4.6,5,89181745000,,,,,http://t.me/skmmebel_tg,,,,https://vk.com/mebelskm,https://wa.me/79181745000,,,,,,,,,,44.926383,37.983038,https://2gis.com/firm/70000001059889592,branch
СКМ,мебельная фабрика,Мебель на заказ; Корпусная мебель; Мягкая мебель; Мебель для кухни; Детская мебель; Матрасы; Офисная мебель; Мебель для ванных комнат,"Красная улица, 180/1",,353561,,,Славянск-на-Кубани,Славянский район,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+03:00,4.6,10,89883114220,,,,,http://t.me/skmmebel_tg,,,,https://vk.com/mebelskm,https://wa.me/79883114220,,,,,,,,,,45.24989,38.0802,https://2gis.com/firm/70000001039330306,branch
Спецметаллоконструкция,торгово-производственная компания,Мебель на заказ; Металлическая мебель; Мебель для кухни; Детская мебель; Корпусная мебель; Офисная мебель; Мебель для ванных комнат,"Шевченко, 2ж",,353430,,,,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+03:00,,,88613372001,88613372935,,,,,,,,,,,,,,,,,,,44.882627,37.389106,https://2gis.com/firm/10415102419276906,branch
Статус,мебельный цех,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мебель для ванных комнат; Мебель для учебных учреждений; Мебельные фасады,"улица Ивана Голубца, 157",,353454,,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,4.6,5,89185793077,89062895530,89628794688,,,,,,,,https://wa.me/79185793077,https://wa.me/79628794688,,viber://chat/?number=79185793077,,,https://t.me/+79185793077,https://t.me/+79628794688,,,44.861944,37.33428,https://2gis.com/firm/70000001098204055,branch
Столярка Плюс,столярная мастерская,Мебель на заказ; Интерьерные лестницы; Мебель для кухни; Входные двери; Межкомнатные двери,"улица Ленина, 113/3",,353993,,Новороссийский район,,Новороссийск городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+03:00,5.0,2,89184708677,,,,,,,,,,https://wa.me/79184708677,,,,,,https://t.me/+79184708677,,,,44.669498,37.766006,https://2gis.com/firm/70000001112382520,branch
Столярная мастерская Чуприна Александра,,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мебель для ванных комнат; Интерьерные лестницы,"Озёрная улица, 5",,353475,Магилат м-н,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00 (по предварительному звонку),+03:00,,,89282410888,89952611403,,,,,,,,https://vk.com/id13622063,https://wa.me/79282410888,,,viber://chat/?number=79282410888,,,https://t.me/Alexandr_wood_mebel,,,,44.551879,38.093434,https://2gis.com/firm/70000001062974123,branch
Стул,творческая мастерская,Мебель на заказ; Корпусная мебель; Дизайн интерьеров; Мягкая мебель,"Осоавиахима, 212",,353900,,Центральный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00 (по предварительному звонку),+03:00,,,89180622164,,,,,,,,,https://vk.com/tmstool,,,,,,,,,,,44.701716,37.739725,https://2gis.com/firm/70000001094532594,branch
Темрюкский мебельный,,Мебель на заказ; Мебель для кухни; Корпусная мебель,"улица Калинина, 299а",,353508,,,Темрюк,Темрюкский район,Краснодарский край,Россия,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00; Сб: 10:00-13:00,+03:00,1.0,1,89883300193,,,,,http://t.me/temrykmebel,,,,,https://wa.me/79883300193,,,,,,,,,,45.266203,37.429861,https://2gis.com/firm/70000001068792011,branch
