Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Pro Мебель,мебельная фабрика кухонь и шкафов на заказ,Мебель на заказ; Корпусная мебель; Офисная мебель; Мебель для кухни; Торгово-выставочное оборудование,"улица Королёва, 40 к1",1 этаж,630015,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+07:00,4.9,34,89133960096,,,,,,,,,,https://wa.me/79133960096,,,,,,https://t.me/pro_mebel54,,,,55.058312,82.962176,https://2gis.com/firm/70000001007488717,branch
"Proварим, бро!",мастерская,Мебель на заказ; Сварочные работы; Корпусная мебель,,,630900,,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00 (по предварительной записи),+07:00,5.0,7,89237077751,,,,,,,,,,https://wa.me/79237077751,,,,,,https://t.me/+79237077751,,,,55.17888,82.962015,https://2gis.com/firm/70000001104574638,branch
Raflexx,компания по производству плетенной мебели из искусственного ротанга,Мебель на заказ; Плетёные изделия; Декоративные отделочные материалы; Садово-парковая мебель; Мебель для общественного питания,"проспект Дзержинского, 87",15 офис; Цокольный этаж,630051,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00,+07:00,5.0,4,89039044535,,,,,,,,,,https://wa.me/79039044535,,,,,,https://t.me/+79039044535,,,,55.068704,83.001289,https://2gis.com/firm/70000001063402079,branch
Real Wood,столярная мастерская,Мебель на заказ; Деревообработка; Интерьерные лестницы,"проезд Красина, 58в",2 этаж,630015,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00 (по предварительной записи: пн-пт),+07:00,4.8,254,89134832159,,,,,,,,,,https://wa.me/79134832159,,,,,,,,,,55.045635,82.974044,https://2gis.com/firm/70000001057715722,branch
Redi,студия по дизайну интерьера и ремонту,Мебель на заказ; Дизайн интерьеров; Ремонт помещений; Корпусная мебель; Архитектурное проектирование; Мебель для кухни; Мебель для ванных комнат; Проектирование инженерных систем,"улица Чаплыгина, 47",5 этаж,630099,Тихий центр м-н,Железнодорожный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,4.9,66,89137272817,,,,,http://redi-nsk.ru/services/chastnye-interery?utm_source=2gis.maps&utm_medium=free&utm_campaign=main,,,,https://vk.com/redi_ru,https://wa.me/79137272817,,,,,,https://t.me/+79137272817,,,https://youtube.com/channel/UCwBncf4Nz1iGNDCosnuXB1g,55.025708,82.916494,https://2gis.com/firm/70000001020778745,branch
Ref`,студия мягкой мебели,Мебель на заказ; Матрасы; Мягкая мебель; Стеновые панели; Детская мебель,"Северная улица, 13",1 этаж,630049,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-19:00; Вс: 11:00-19:00 (по предварительной записи),+07:00,4.9,70,89658290054,,,,,,,,,,https://wa.me/79658290054,,,viber://chat/?number=79658290054,,,,,,,55.071144,82.910943,https://2gis.com/firm/70000001052353959,branch
Replika,компания по изготовлению премиальной мебели под заказ,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Стеновые панели; Металлическая мебель; Дизайн интерьеров; Мебель для кухни,"Фабричная улица, 27",17 контейнер; 2 этаж,630007,,Железнодорожный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00 (по предварительной записи),+07:00,5.0,2,89618777007,,,,,,,,,,https://wa.me/79618777007,,,,,,https://t.me/replika_inox,,,,55.018979,82.913039,https://2gis.com/firm/70000001054359383,branch
Robolab,,Мебель на заказ; Художественные мастерские; Изготовление рекламных конструкций,,,,,,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00 (по предварительной записи),+07:00,,,89134635464,,,,,,,,,,https://wa.me/79134635464,,,,,,https://t.me/robolab_nstu,,,,,,https://2gis.com/firm/70000001069155487,branch
Rooblook,,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Мебель для ванных комнат; Мебель для кухни; Мебель для общественного питания,"улица Декабристов, 41",В секция; 1 этаж,630102,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+07:00,5.0,41,89138950314,,,,,http://rooblook.ru,,,,https://vk.com/roob_look,https://wa.me/79138950314,,,,,,https://t.me/rooblook,,,,55.01397,82.937969,https://2gis.com/firm/70000001045487339,branch
Sava,выставочный зал мебельной фабрики,Мебель на заказ; Мебельные фабрики; Офисная мебель; Корпусная мебель; Мягкая мебель; Мебель для кухни,"Мочищенское шоссе, 2/1",1 этаж,630123,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,"Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00 (по предварительному звонку: сб, вс)",+07:00,4.7,18,89628351177,83832551177,,,,,,,,,https://wa.me/79628351177,,,,,,https://t.me/+79628351177,,,https://youtube.com/@SAVA-fabrika,55.081587,82.895367,https://2gis.com/firm/70000001066364499,branch
Sibèriе,интерьерная фабрика мягкой мебели,Мебель на заказ; Мягкая мебель; Дизайн интерьеров,"улица Королёва, 40 к39",3 этаж,630015,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,,,89513876665,,,,,,,,,,,,,,,,,,,,55.058188,82.96371,https://2gis.com/firm/70000001109709549,branch
Skandi.Home,салон мягкой мебели,Мебель на заказ; Мягкая мебель,"Светлановская улица, 50",52 сектор; 2 этаж,630047,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,3.7,3,89588523172,,,,,http://nordmann.store/?utm_source=ssilka_v_profile&utm_id=2gis,,,,https://vk.com/fabrika_nordmann,https://wa.me/79139120451,,,,,,,,,https://youtube.com/@fabrikanordmann,55.081748,82.931393,https://2gis.com/firm/70000001084100925,branch
Skat,студия,Мебель на заказ; Дизайн интерьеров; Декоративные отделочные материалы; Ремонт помещений; Мягкая мебель; Архитектурное проектирование; Ландшафтный дизайн; Детская мебель; Корпусная мебель; Ремонт зданий; Портьерные ткани и шторы; Услуги праздничного оформления,,,,,,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 11:00-16:00,+07:00,,,89139284671,89059358415,,,,,,,,,https://wa.me/79139284671,,,,,,,,,,,,https://2gis.com/firm/70000001057612361,branch
