Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
L`amour de l`art,творческая мастерская,Мебель на заказ; Художественные мастерские; Ремонт мебели; Мягкая мебель,"улица Комарова, 116",2 этаж; комплекс Классик лайн,454071,,Тракторозаводский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,,,,,,,,,,,,https://vk.com/sgn_lamourdelart,https://wa.me/79953079637,,,viber://chat/?number=79953079637,,,https://t.me/Lamour_de_lart,,,,55.172742,61.453813,https://2gis.com/firm/70000001069371782,branch
L`amour de l`art,творческая мастерская,Мебель на заказ; Художественные мастерские; Ремонт мебели; Мягкая мебель,"улица Братьев Кашириных, 119",,454136,ACADEM Riverside жилой комплекс,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-16:00; Вт: 10:00-16:00; Ср: 10:00-16:00; Чт: 10:00-16:00; Пт: 10:00-16:00; Сб: 10:00-16:00; Вс: 10:00-16:00 (по предварительному звонку),+05:00,,,,,,,,,,,,https://vk.com/sgn_lamourdelart,https://wa.me/79953079637,,,viber://chat/?number=79953079637,,,https://t.me/Lamour_de_lart,,,,55.178104,61.327214,https://2gis.com/firm/70000001069308154,branch
L`amour de l`art,творческая мастерская,Мебель на заказ; Художественные мастерские; Мягкая мебель; Ремонт мебели,"Артиллерийская улица, 111",1 этаж,454007,,Тракторозаводский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-16:00; Вт: 10:00-16:00; Ср: 10:00-16:00; Чт: 10:00-16:00; Пт: 10:00-16:00; Сб: 10:00-16:00; Вс: 10:00-16:00 (по предварительному звонку),+05:00,5.0,4,89953079637,,,,,,,,,https://vk.com/sgn_lamourdelart,https://wa.me/79953079637,,,viber://chat/?number=79953079637,,,https://t.me/Lamour_de_lart,,,,55.166192,61.436176,https://2gis.com/firm/70000001060179946,branch
La,студия корпусной мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мебель для ванных комнат,"Свердловский тракт, 1ж",2/83 сектор; 1 этаж,454036,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,5.0,4,89823052554,89821143960,,,,,,,,https://vk.com/mebel202016,https://wa.me/79823052554,https://wa.me/79821143960,,viber://chat/?number=79823052554,,,https://t.me/+79823052554,,,,55.235234,61.368716,https://2gis.com/firm/70000001061087514,branch
La Plush,галерея кроватей,Мебель на заказ; Мягкая мебель,"улица Молодогвардейцев, 1/2","21, 22 секция",454076,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00 (по предварительной записи),+05:00,5.0,12,89514819051,,,,,,,,,https://vk.com/la_plush,https://wa.me/79514819051,,,,,,https://t.me/+79514819051,,,https://youtube.com/@laplush_official,55.214027,61.310556,https://2gis.com/firm/70000001084483514,branch
Loft,компания по изготовлению лофт мебели,Мебель на заказ; Корпусная мебель,"улица Бейвеля, 51",,454030,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,,,89512538878,,,,,,,,,https://vk.com/melbelloft74,https://wa.me/79512538878,,,,,,https://t.me/+79512538878,,,,55.211277,61.282233,https://2gis.com/firm/70000001096869416,branch
Loft By,компания по производству мебели в стиле лофт и металлических каркасов,Мебель на заказ; Полимерная порошковая окраска; Металлическая мебель; Металлоизделия,"Верстовая улица, 41",,454036,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+05:00,4.5,8,89823055502,,,,,,,,,,https://wa.me/79823055502,,,,,,,,,,55.222961,61.310608,https://2gis.com/firm/70000001050285285,branch
LoftLab,компания по изготовлению мебели из ценных пород дерева,Мебель на заказ; Мебельные фабрики; Мебель для ванных комнат; Офисная мебель; Ремонт мебели; Сварочные работы; Металлоизделия; Детская мебель; Мебель для кухни; Мебельные фасады; Мебель для учебных учреждений; Мебель для салонов красоты; Мебель для общественного питания,"Каслинская улица, 1а",,454084,,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,89514634149,,,,,,,,,https://vk.com/loftlab174,https://wa.me/79085716471,,,viber://chat/?number=79085716471,,,https://t.me/+79085716471,,,,55.196582,61.392086,https://2gis.com/firm/70000001060452911,branch
Luxury,интерьерный салон,Мебель на заказ; Дизайн интерьеров; Натяжные потолки; Обои; Напольные покрытия; Сантехника; Мебель для ванных комнат; Декоративные отделочные материалы; Отделочные материалы; Керамическая плитка; Портьерные ткани и шторы; Карнизы; Лаки и краски; Светотехника; Бытовая техника; Аксессуары для ванных комнат; Жалюзи; Керамогранит; Стекло и зеркала; Кондиционеры; Очистители воздуха; Электронагревательное оборудование,"улица Труда, 156",2 этаж; справа от эскалатора,454080,,Центральный район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:30-19:30; Вт: 10:30-19:30; Ср: 10:30-19:30; Чт: 10:30-19:30; Пт: 10:30-19:30; Сб: 12:00-17:00 (по предварительной записи),+05:00,5.0,2,89123101101,,,,,,,,,https://vk.com/club_luxury74,https://wa.me/79123101101,,,,,,https://t.me/salon_luxury74,,,,55.168812,61.378766,https://2gis.com/firm/2111590608530007,branch
Mbl,мебельная мастерская,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Линейная улица, 102а",,454079,,Тракторозаводский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-19:30; Вт: 10:00-19:30; Ср: 10:00-19:30; Чт: 10:00-19:30; Пт: 10:00-19:30; Сб: 10:00-19:30; Вс: 10:00-19:30,+05:00,,,89630887877,,,,,,,,,https://vk.com/mblmebel1,https://wa.me/79630887877,,,viber://chat/?number=79630887877,,,,,,https://youtube.com/channel/UCD2ux7lKOFDZJvsn0lDTl6A,55.161181,61.484643,https://2gis.com/firm/70000001045170130,branch
