Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
100 диванов,салон мебели,Мебель на заказ; Мебельные магазины; Мягкая мебель; Детская мебель; Корпусная мебель; Мебель для кухни; Офисная мебель; Матрасы,"Зоологическая улица, 9",1-2 этаж,620149,Юго-Западный м-н,Верх-Исетский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 11:00-19:00,+05:00,4.1,180,83432400700,89292022735,,hello@100divanov.online,info@100divanov.online,http://jivo.chat/gX3rhxHee8,,,,https://vk.com/stodivanov_ekb,,,,,,,,,,,56.813716,60.53502,https://2gis.com/firm/1267165676584337,branch
Aqadi,мебельная мастерская,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Ереванская улица, 2Б",,620141,Завокзальный м-н,Железнодорожный район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,,,89221712345,,,,,,,,,https://vk.com/aqadi_mebel,https://wa.me/79221712345,,,,,,https://t.me/+79221712345,,,,56.861873,60.584227,https://2gis.com/firm/70000001082425080,branch
Architector мебели,,Мебель на заказ; Мебель для кухни; Корпусная мебель,,,,,,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительному звонку),+05:00,3.0,2,89222943896,,,,,,,,,,https://wa.me/79222943896,,,,,,https://t.me/+79222943896,,,,,,https://2gis.com/firm/70000001063498815,branch
Asmax,производственная компания корпусной мебели,Мебель на заказ; Корпусная мебель; Ремонт мебели; Офисная мебель; Мебельная фурнитура,"улица Чемпионов, 7в",,620103,,Ленинский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+05:00,5.0,5,89920099913,89012109765,,,,,,,,,https://wa.me/79920099913,,,viber://chat/?number=79920099913,,,https://t.me/+79920099913,,,,56.751965,60.56793,https://2gis.com/firm/70000001063877132,branch
Avenue Decor Home,магазин,Мебель на заказ; Напольные покрытия; Укладка напольных покрытий; Светотехника; Корпусная мебель; Мебель для ванных комнат,"улица Толмачёва, 22",3.22 офис; 3 этаж,620000,Центр м-н,Кировский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00,+05:00,,,89193119696,,,,,,,,,,,,,,,,,,,,56.840583,60.609512,https://2gis.com/firm/70000001103404592,branch
Ballet,студия мебели,Мебель на заказ; Мебель для учебных учреждений; Корпусная мебель; Мебель для кухни; Детская мебель; Мягкая мебель,"проспект Ильича, 28в",4 этаж,623103,Корабельная роща м-н,,Первоуральск,Первоуральск муниципальный округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.9,94,89058050931,89022717766,89022777706,kuhni_ballet@mail.ru,,,,,,https://vk.com/kuhni_ballet,https://wa.me/79058050931,https://wa.me/79022777706,,viber://chat/?number=79058050931,,,https://t.me/katerina_kuhni_ballet,,,,56.903472,59.959299,https://2gis.com/firm/70000001007489253,branch
Bannikov,,"Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Мебель для учебных учреждений; Офисная мебель; Мебель для ванных комнат; Распиловка древесины; ЛДСП, ДВПО, МДФ; Мебельная фурнитура; Ремонт мебели; Мебельные фасады; ДСП, ДВП, фанера","улица Альпинистов, 77 лит Т",,620010,Химмаш м-н,Чкаловский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку),+05:00,4.0,7,89630505339,,,,,,,,,https://vk.com/bannikovmebel,https://wa.me/79630505339,,,,,,,,,https://youtube.com/channel/UCisV3VBn3XTPq8ud4gvI9-Q,56.758829,60.735498,https://2gis.com/firm/70000001045138102,branch
Barnoba,,Мебель на заказ; Корпусная мебель; Мебель для кухни,"улица Академика Парина, 37а",,620105,,Академический район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00 (по предварительной записи),+05:00,,,89041662609,,,,,,,,,https://vk.com/barnoba_mebel,,,,,,,,,,,56.783728,60.50169,https://2gis.com/firm/70000001099141360,branch
BestMebel,магазин мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель,"40-летия Комсомола, 38",Б корпус; 2 этаж,620072,ЖБИ м-н,Кировский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.4,89,89021500537,89220241075,,,,http://t.me/bestmebelshop,,,,,,,,,,,,,,,56.824159,60.703814,https://2gis.com/firm/70000001067296066,branch
Blumenkranz,студия мебели на заказ,Мебель на заказ; Офисная мебель; Корпусная мебель; Мебель для кухни; Мебель для ванных комнат; Детская мебель; Мебельная фурнитура; Мебель для учебных учреждений; Мебельные магазины; Мебель для салонов красоты,"улица Чкалова, 18",1 этаж,620146,Юго-Западный м-н,Ленинский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+05:00,5.0,10,89655007775,89326137775,,,,,,,,https://vk.com/ekb_mebel_zakaz,https://wa.me/79655007775,,,,,,https://t.me/+79655007775,,,,56.810335,60.577054,https://2gis.com/firm/70000001100243826,branch
