Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
MetallCraft,,Мебель на заказ; Металлоконструкции для строительства; Мебель для кухни; Сварочные работы; Корпусная мебель,,,,,,,Динской район,Краснодарский край,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,,,89667672631,,,,,,,,,,https://wa.me/79841934342,,,,,,,,,,,,https://2gis.com/firm/70000001099105027,branch
Mile home,магазин мягкой мебели,Мебель на заказ; Мягкая мебель,"Уральская улица, 79/1",0 этаж,350059,РМЗ м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,,,89283749537,89620152666,,,,,,,,,,,,,,,,,,,45.034438,39.052432,https://2gis.com/firm/70000001114297333,branch
Milmar,компания по производству мебели,Мебель на заказ; Корпусная мебель; Детская мебель; Мебель для кухни; Мебель для ванных комнат; Офисная мебель; Стеновые панели; Бытовая техника; Дизайн интерьеров; Мебель для общественного питания,"Северная улица, 65/2",поворот с ул. Северной налево под вывеску Изделия из стекла,353217,,,,Динской район,Краснодарский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+03:00,4.7,13,89182492882,89933050779,,,,,,,,,https://wa.me/79933050779,https://wa.me/79182492882,,,,,https://t.me/+79182492882,,,,45.156339,39.025851,https://2gis.com/firm/70000001043022051,branch
Mj,мебельная компания,Мебель на заказ; Мягкая мебель; Мебель для кухни; Корпусная мебель; Мебельные магазины,"Автомобильная улица, 3",2 этаж,350072,им. Петра Метальникова м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,,,89182389865,89183858709,,,,,,,,,https://wa.me/79183858709,https://wa.me/79182389865,,,,,,,,,45.093804,38.992705,https://2gis.com/firm/70000001102785730,branch
Mp Wood,,Мебель на заказ; Деревообработка; Деревообрабатывающее оборудование; Детская мебель,"улица Кропоткина, 50",2 этаж,350004,,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 10:00-18:00,+03:00,5.0,5,89898205488,89898203986,,,,http://t.me/pm_woodobject,,,,,https://wa.me/79898205488,,,,,,https://t.me/+79898205488,,,,45.043223,38.948411,https://2gis.com/firm/70000001101142370,branch
MyHouseKrd,мебельная компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель; Сборка мебели; Мебель для ванных комнат; Металлическая мебель; Мебельная фурнитура,"улица им. Героя Советского Союза Дмитрия Мирошниченко, 43",15 офис; цокольный этаж,350028,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00 (по предварительному звонку),+03:00,5.0,1,89891239897,,,,,,,,,https://vk.com/myhousekrd,https://wa.me/79891239897,,,,,,https://t.me/myhouse_krd,,,,45.067497,39.063898,https://2gis.com/firm/70000001051517610,branch
Onerasmus,производственная компания,Мебель на заказ; Мебель для кухни; Офисная мебель,,1 этаж,350059,Восточная промышленная зона м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 07:00-16:00; Вт: 07:00-16:00; Ср: 07:00-16:00; Чт: 07:00-16:00; Пт: 07:00-16:00; Сб: 07:00-16:00; Вс: 07:00-16:00 (по предварительному звонку),+03:00,,,89673147701,,,,,http://t.me/onersmus,,,,https://vk.com/onerasmus,https://wa.me/79673147701,,,,,,,,,,45.041218,39.045645,https://2gis.com/firm/70000001100678089,branch
Ostrovok komforta,мебельный салон,Мебель на заказ; Мягкая мебель; Мебель для кухни; Печи и камины для помещений; Корпусная мебель; Садово-парковая мебель,"Тургеневское шоссе, 22",1 этаж,385121,,,,Тахтамукайский район,Республика Адыгея,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,,,89184803070,,,,,,,,,,https://wa.me/79184803070,,,,,,,,,,45.016436,38.937623,https://2gis.com/firm/70000001033498428,branch
Pallada,компания по продаже мебели,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель; Мягкая мебель,"улица Стасова, 161 к2",,350075,Черёмушки м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Вт: 08:30-17:30; Ср: 08:30-17:30; Чт: 08:30-17:30; Пт: 08:30-17:30; Сб: 08:30-17:30; Вс: 08:30-17:30,+03:00,,,88612344434,89649283333,,,,,,,,,https://wa.me/79649283333,,,,,,https://t.me/+79649283333,,,,45.019821,39.042134,https://2gis.com/firm/3237490513458369,branch
Paradosso,компания по перетяжке мебели,Мебель на заказ; Ремонт мебели; Домашний текстиль; Стеновые панели; Матрасы; Мягкая мебель; Корпусная мебель,"Железнодорожная улица, 4",,350033,Центральный м-н,Центральный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00 (по предварительному звонку),+03:00,5.0,29,89528614183,,,sergei.kondratev-97@yandex.ru,,http://t.me/paradosso_mebel,,,,,https://wa.me/79528614183,,,,,,,,,,45.021005,38.98755,https://2gis.com/firm/70000001082624321,branch
